DateTime;Battery;Heading;Pitch;Roll;Pressure;Temperature;AnalogIn1;AnalogIn2;Speed#1(0.130m);Dir#1(0.130m);Speed#2(0.160m);Dir#2(0.160m);Speed#3(0.190m);Dir#3(0.190m);Speed#4(0.220m);Dir#4(0.220m);Speed#5(0.250m);Dir#5(0.250m);Speed#6(0.280m);Dir#6(0.280m);Speed#7(0.310m);Dir#7(0.310m);Speed#8(0.340m);Dir#8(0.340m);Speed#9(0.370m);Dir#9(0.370m);Speed#10(0.400m);Dir#10(0.400m);Speed#11(0.430m);Dir#11(0.430m);Speed#12(0.460m);Dir#12(0.460m);Speed#13(0.490m);Dir#13(0.490m);Speed#14(0.520m);Dir#14(0.520m);Speed#15(0.550m);Dir#15(0.550m);Speed#16(0.580m);Dir#16(0.580m);Speed#17(0.610m);Dir#17(0.610m);Speed#18(0.640m);Dir#18(0.640m);Speed#19(0.670m);Dir#19(0.670m);Speed#20(0.700m);Dir#20(0.700m);Speed#21(0.730m);Dir#21(0.730m);Speed#22(0.760m);Dir#22(0.760m);Speed#23(0.790m);Dir#23(0.790m);Speed#24(0.820m);Dir#24(0.820m);Speed#25(0.850m);Dir#25(0.850m);Speed#26(0.880m);Dir#26(0.880m);Speed#27(0.910m);Dir#27(0.910m);Speed#28(0.940m);Dir#28(0.940m);Speed#29(0.970m);Dir#29(0.970m);
3/4/2022 19:14:43; 14.8; 47.1; -0.6; -3.7;  0.454; 21.58;    0;    0; 0.0784;  56.72; 0.0727;  68.02; 0.0323; 238.91; 0.0490; 100.46; 0.0235; 142.59; 0.0134;  89.14; 0.0079; 101.74; 0.0034; 217.87; 0.0073; 142.19; 0.0074; 143.75; 0.0095; 203.59; 0.0154; 165.33; 0.0255;  28.07; 0.0387;  64.29; 0.0453; 263.16; 0.0271; 291.45; 0.0943;  44.10; 0.0173; 183.31; 0.0243;  62.27; 0.0228;  83.47; 0.0355; 107.87; 0.0206; 118.68; 0.0168;  86.25; 0.0291; 346.87; 0.0292; 337.91; 0.0250;  41.92; 0.0236;  79.98; 0.0220;  94.44; 0.0326;  52.36;
3/4/2022 19:14:44; 14.8; 47.2; -0.6; -3.7;  0.456; 21.58;    0;    0; 0.0927;  62.85; 0.0167; 349.97; 0.0127; 246.27; 0.0248; 141.88; 0.0062;  29.05; 0.0216; 218.99; 0.0099; 353.60; 0.0153; 292.22; 0.0137; 273.34; 0.0107; 231.42; 0.0153; 250.14; 0.0088; 287.82; 0.0172; 176.34; 0.0161; 275.36; 0.0763; 237.21; 0.0326; 272.46; 0.0467; 241.08; 0.0973; 228.79; 0.0188; 195.15; 0.0102;   9.00; 0.0254; 100.43; 0.0054; 175.76; 0.0079; 143.28; 0.0212; 336.94; 0.0386; 338.28; 0.0207;  19.49; 0.0236;  46.37; 0.0044;   2.60; 0.0691;   4.73;
3/4/2022 19:14:45; 14.8; 47.2; -0.6; -3.7;  0.455; 21.58;    0;    0; 0.1395; 230.24; 0.0112; 172.81; 0.0439; 122.06; 0.0144; 176.03; 0.0137; 146.31; 0.0165; 181.74; 0.0076;  87.74; 0.0076; 338.48; 0.0030; 248.55; 0.0171; 188.08; 0.0129; 209.74; 0.0159; 185.78; 0.0226; 108.27; 0.0470;  28.91; 0.0600; 244.20; 0.0491; 239.94; 0.0161; 113.85; 0.0908; 248.21; 0.0090; 256.58; 0.0096; 137.53; 0.0211;  49.22; 0.0316; 149.13; 0.0059;  66.93; 0.0309; 349.16; 0.0224; 348.14; 0.0079;  63.76; 0.0227; 103.49; 0.0130;   7.51; 0.0319;  28.50;
3/4/2022 19:14:46; 14.8; 47.2; -0.6; -3.7;  0.455; 21.58;    0;    0; 0.0453;  63.94; 0.1839; 221.32; 0.0284; 130.86; 0.0274; 190.08; 0.0031; 132.40; 0.0372; 218.13; 0.0116;  86.05; 0.0113;  99.71; 0.0145; 154.32; 0.0172; 178.00; 0.0190; 179.40; 0.0196; 206.30; 0.0391; 125.52; 0.0485; 106.42; 0.0199; 130.32; 0.0516;  52.24; 0.0277; 209.90; 0.1230; 224.87; 0.0924; 204.07; 0.0292; 143.37; 0.0299; 102.55; 0.0226; 138.05; 0.0216; 142.71; 0.0038; 192.20; 0.0167; 347.88; 0.0370;   9.49; 0.0484; 134.66; 0.0352;  92.60; 0.0501; 160.15;
3/4/2022 19:14:47; 14.8; 47.3; -0.6; -3.7;  0.456; 21.58;    0;    0; 0.0384; 204.49; 0.0433; 206.45; 0.0882; 240.67; 0.0404; 240.64; 0.0164; 201.09; 0.0127;  76.29; 0.0193; 226.05; 0.0017; 103.24; 0.0138; 132.36; 0.0103; 145.69; 0.0036;  69.08; 0.0196; 168.80; 0.0167; 189.29; 0.0194; 212.13; 0.0978; 218.57; 0.1313; 228.89; 0.0197;  36.52; 0.2034; 253.72; 0.1336; 234.11; 0.0248; 101.63; 0.0300; 100.94; 0.0227; 115.32; 0.0191; 117.37; 0.0124;  16.39; 0.0155; 355.94; 0.0265; 350.43; 0.0179; 103.88; 0.0307; 117.57; 0.0282; 196.06;
3/4/2022 19:14:48; 14.8; 47.3; -0.5; -3.7;  0.453; 21.58;    0;    0; 0.0336; 248.33; 0.0373; 202.03; 0.1248; 112.76; 0.0367; 268.75; 0.0083;  58.80; 0.0328;  54.56; 0.0100;  55.99; 0.0094; 101.07; 0.0154; 147.44; 0.0177; 169.58; 0.0191; 202.80; 0.0183; 231.88; 0.0249; 219.13; 0.0044; 335.77; 0.0399; 220.52; 0.0537; 214.46; 0.0216;  93.71; 0.0289; 352.23; 0.0865; 155.63; 0.0287; 178.20; 0.0213; 135.19; 0.0205; 165.63; 0.0102; 183.37; 0.0112; 262.81; 0.0327; 328.01; 0.0060; 244.29; 0.0201;  17.63; 0.0546;   9.91; 0.0122; 300.56;
3/4/2022 19:14:49; 14.8; 47.2; -0.6; -3.7;  0.453; 21.58;    0;    0; 0.1269; 214.47; 0.1042; 234.49; 0.0637; 245.81; 0.0344; 277.52; 0.0104; 355.60; 0.0221;  63.09; 0.0278;  53.34; 0.0330; 219.47; 0.0036;  63.43; 0.0081; 225.50; 0.0033; 252.12; 0.0263; 254.11; 0.0329; 226.60; 0.0404; 261.47; 0.0216; 299.05; 0.0181; 193.11; 0.0970; 234.74; 0.1115; 232.54; 0.0870; 157.00; 0.0177; 223.17; 0.0140;  27.30; 0.0095; 353.33; 0.0105; 314.23; 0.0197; 306.52; 0.0148; 202.23; 0.0114; 344.74; 0.0190;  22.64; 0.0260; 287.95; 0.0162; 275.68;
3/4/2022 19:14:50; 14.8; 47.2; -0.6; -3.8;  0.456; 21.58;    0;    0; 0.1786; 229.45; 0.1814; 216.30; 0.0141;  92.03; 0.0328; 261.05; 0.0074; 322.67; 0.0306;  52.16; 0.0163; 238.07; 0.0248; 220.75; 0.0082;  80.88; 0.0191; 210.45; 0.0124; 146.82; 0.0286;  24.59; 0.0341;  91.34; 0.0209; 353.96; 0.0334; 350.17; 0.0309;  22.42; 0.0776; 231.33; 0.1017; 235.70; 0.1736; 347.89; 0.0371; 328.88; 0.0267;   7.52; 0.0165;  23.61; 0.0090;  23.45; 0.0117; 289.52; 0.0428; 328.88; 0.0577; 345.87; 0.0107;  11.83; 0.0113;  90.00; 0.0206; 216.31;
3/4/2022 19:14:51; 14.8; 47.2; -0.6; -3.7;  0.454; 21.58;    0;    0; 0.0050; 250.11; 0.0810;  50.71; 0.0523;  67.89; 0.0050; 260.73; 0.0023;  15.26; 0.0076; 188.34; 0.0135; 117.90; 0.0147; 202.89; 0.0235; 192.26; 0.0242; 167.34; 0.0173;  85.02; 0.0084; 143.27; 0.0415; 127.56; 0.0304;  84.72; 0.0709;  65.78; 0.0749;  59.32; 0.1061;  76.87; 0.0470; 350.58; 0.0156;  25.91; 0.0027; 153.43; 0.0144; 159.30; 0.0153; 137.65; 0.0150; 130.39; 0.0141;   6.12; 0.0070;  19.21; 0.0163;  24.21; 0.0160; 200.81; 0.0369; 151.35; 0.0112; 146.31;
3/4/2022 19:14:52; 14.8; 47.3; -0.6; -3.7;  0.452; 21.58;    0;    0; 0.0160; 316.01; 0.0157; 156.37; 0.0587; 185.27; 0.0018; 299.36; 0.0039; 242.78; 0.0489; 221.60; 0.0120; 121.70; 0.0322; 218.58; 0.0163; 213.20; 0.0114; 126.06; 0.0074; 100.86; 0.0517;  58.62; 0.0383;  54.24; 0.0107;  81.42; 0.0253; 202.52; 0.1010; 237.33; 0.1472; 234.29; 0.0562; 216.24; 0.0352; 325.77; 0.0145; 203.92; 0.0086;   4.65; 0.0089;  22.52; 0.0033;  28.89; 0.0077; 354.07; 0.0201; 351.99; 0.0082;   2.79; 0.0361; 359.37; 0.0177; 219.27; 0.0162; 120.84;
3/4/2022 19:14:53; 14.8; 47.2; -0.6; -3.7;  0.457; 21.58;    0;    0; 0.1804; 234.86; 0.0304;  15.63; 0.1035; 318.49; 0.0065; 287.88; 0.0064; 298.97; 0.0189; 234.71; 0.0060; 252.47; 0.0058; 250.94; 0.0057; 160.62; 0.0047; 161.57; 0.0189;  63.98; 0.0039;  54.29; 0.0260; 208.93; 0.0181; 219.40; 0.0268; 186.43; 0.2114;  53.44; 0.0392; 310.14; 0.0509; 337.36; 0.0454; 308.28; 0.0149; 159.13; 0.0191; 131.61; 0.0068; 111.64; 0.0103;  98.37; 0.0141;  10.20; 0.0263;   1.52; 0.0065; 125.64; 0.0300; 162.95; 0.0070; 107.40; 0.0038; 147.99;
3/4/2022 19:14:54; 14.8; 47.1; -0.6; -3.8;  0.456; 21.58;    0;    0; 0.0751; 227.21; 0.0248; 241.06; 0.0425; 228.62; 0.0073; 353.75; 0.0034;  30.38; 0.0135;  32.28; 0.0033;  91.74; 0.0072; 226.12; 0.0145;  77.21; 0.0283;  69.97; 0.0238;  59.66; 0.0099;  15.15; 0.0618; 265.27; 0.0473; 231.87; 0.0407; 199.68; 0.0908; 220.44; 0.0171; 240.59; 0.1035;  37.54; 0.0116;  25.02; 0.0182; 146.40; 0.0065; 153.43; 0.0136; 355.79; 0.0078;  78.98; 0.0006; 231.34; 0.0391; 165.18; 0.0135; 189.39; 0.0108; 238.22; 0.0299; 256.66; 0.0204; 353.81;
3/4/2022 19:14:55; 14.8; 47.2; -0.6; -3.7;  0.455; 21.58;    0;    0; 0.0257; 203.37; 0.0273; 231.70; 0.0200;  49.86; 0.0251; 312.41; 0.0039; 144.29; 0.0045; 198.03; 0.0086; 106.96; 0.0021; 127.41; 0.0127; 143.67; 0.0222;  95.94; 0.0236;  95.35; 0.0243; 198.96; 0.0291; 201.18; 0.0172; 216.00; 0.0242;  70.44; 0.0801;  22.92; 0.0472;  30.26; 0.0340;  42.74; 0.0397; 136.02; 0.0252; 140.63; 0.0120;  99.15; 0.0029;  67.83; 0.0127; 109.71; 0.0081;  20.89; 0.0277; 358.97; 0.0198;  13.76; 0.0154; 177.77; 0.0161; 268.58; 0.0135; 145.60;
3/4/2022 19:14:56; 14.8; 47.2; -0.6; -3.8;  0.455; 21.58;    0;    0; 0.0116;  67.19; 0.0142; 164.11; 0.1112; 233.01; 0.0319; 267.31; 0.0076;  52.98; 0.0044; 187.77; 0.0206;  45.00; 0.0050;  84.29; 0.0157; 158.67; 0.0302; 121.74; 0.0296;  94.65; 0.0466;  77.72; 0.0403;  76.52; 0.0214;  42.35; 0.0503; 241.34; 0.0431; 209.60; 0.1093; 209.97; 0.1165; 222.63; 0.0527; 139.08; 0.0293; 164.78; 0.0162; 141.01; 0.0117; 125.59; 0.0252; 118.19; 0.0146;  76.92; 0.0401; 151.26; 0.0245;  62.49; 0.0326; 149.34; 0.0512; 145.75; 0.0373;  73.51;
3/4/2022 19:14:57; 14.8; 47.2; -0.6; -3.7;  0.456; 21.59;    0;    0; 0.0147; 264.52; 0.0103; 242.19; 0.0743; 270.23; 0.0228; 237.36; 0.0149;  74.00; 0.0203;  20.13; 0.0119; 237.38; 0.0338; 235.37; 0.0145; 220.26; 0.0115;  87.51; 0.0216;  61.18; 0.0095;  67.20; 0.0108; 223.13; 0.0207;  34.00; 0.0377;  92.58; 0.0493; 214.43; 0.0182; 196.25; 0.0228;  40.19; 0.0214; 186.16; 0.0177; 220.88; 0.0423; 155.56; 0.0219; 161.40; 0.0044; 287.20; 0.0215; 350.89; 0.0226; 190.71; 0.0425; 176.90; 0.0379; 216.84; 0.0358; 228.17; 0.0326;  11.52;
3/4/2022 19:14:58; 14.8; 47.1; -0.6; -3.7;  0.454; 21.58;    0;    0; 0.0397; 225.00; 0.0134; 116.57; 0.0163; 111.21; 0.0511; 100.61; 0.0155;  86.68; 0.0074; 140.49; 0.0014; 107.10; 0.0239; 209.03; 0.0091; 129.64; 0.0167;  90.34; 0.0277;  61.59; 0.0283;  62.44; 0.0510;  65.70; 0.0493;  79.49; 0.0184; 229.20; 0.0654; 296.72; 0.1336;  50.28; 0.0635; 247.68; 0.0166; 271.04; 0.0358; 181.76; 0.0017; 197.35; 0.0081; 238.67; 0.0037; 257.47; 0.0064; 286.44; 0.0145; 282.32; 0.0306; 208.91; 0.0410; 214.97; 0.0622; 257.28; 0.0580; 223.74;
3/4/2022 19:14:59; 14.8; 47.2; -0.6; -3.7;  0.458; 21.58;    0;    0; 0.0733; 231.65; 0.0613; 248.88; 0.0304; 274.53; 0.0240; 216.01; 0.0039; 349.56; 0.0139;  45.00; 0.0311; 266.87; 0.0128;  61.03; 0.0216;  67.36; 0.0078; 145.91; 0.0277; 223.39; 0.0130; 180.00; 0.0292; 132.50; 0.0143;  42.73; 0.0397; 136.33; 0.0345; 169.47; 0.1029; 199.53; 0.0798; 239.90; 0.0817; 196.64; 0.0389; 214.10; 0.0147; 167.01; 0.0332; 185.71; 0.0148; 205.53; 0.0129; 240.64; 0.0177; 213.24; 0.0357; 191.62; 0.0696; 197.65; 0.0536; 198.60; 0.0226; 210.88;
3/4/2022 19:15:00; 14.8; 47.3; -0.6; -3.7;  0.456; 21.58;    0;    0; 0.0727; 244.14; 0.0120; 119.98; 0.0479; 308.73; 0.0154; 266.66; 0.0038;  21.80; 0.0087;  20.10; 0.0035; 358.36; 0.0200; 197.80; 0.0071; 123.47; 0.0116; 107.50; 0.0142;  42.14; 0.0019;   0.00; 0.0500; 220.38; 0.0192;  16.93; 0.0258;   1.78; 0.0325;  78.45; 0.1058;  55.63; 0.1028;  59.82; 0.0428; 192.67; 0.0235; 269.02; 0.0242; 318.35; 0.0315; 165.48; 0.0107; 202.00; 0.0093; 262.57; 0.0141; 263.48; 0.0312; 209.77; 0.0544; 211.09; 0.0198; 265.65; 0.0324; 234.05;
3/4/2022 19:15:01; 14.8; 47.3; -0.6; -3.8;  0.458; 21.58;    0;    0; 0.0264; 236.73; 0.0109; 309.07; 0.0262;  94.16; 0.0131;  71.29; 0.0091;  92.52; 0.0077; 123.90; 0.0052; 131.08; 0.0217; 214.13; 0.0066;  89.13; 0.0126; 105.69; 0.0104;  37.97; 0.0143;  63.79; 0.0395;  47.67; 0.0388;  47.09; 0.0322;  71.90; 0.0560;  48.77; 0.0371;  50.14; 0.0204;  28.32; 0.1004; 344.58; 0.0114; 152.31; 0.0185;  35.32; 0.0129;  65.81; 0.0107;  57.20; 0.0098;  90.00; 0.0035;  19.98; 0.0326; 344.90; 0.0214; 209.31; 0.0526; 170.48; 0.0155; 201.94;
3/4/2022 19:15:02; 14.8; 47.3; -0.6; -3.7;  0.454; 21.58;    0;    0; 0.0321; 220.33; 0.0770; 234.78; 0.0066; 130.70; 0.0211; 348.80; 0.0194;  34.26; 0.0106; 270.00; 0.0132; 308.52; 0.0104;  20.88; 0.0126; 235.05; 0.0113;  67.73; 0.0184;  62.18; 0.0395;  46.23; 0.0294; 229.55; 0.0235;  34.23; 0.0900; 222.52; 0.0724; 193.10; 0.0767;  44.84; 0.0900; 236.10; 0.0651; 312.63; 0.0178; 302.62; 0.0057; 330.75; 0.0108; 259.32; 0.0124; 267.23; 0.0127; 233.31; 0.0382; 191.78; 0.0552; 189.70; 0.0292; 228.89; 0.0357; 328.05; 0.0307; 217.47;
3/4/2022 19:15:03; 14.8; 47.1; -0.6; -3.7;  0.455; 21.58;    0;    0; 0.0094;   7.35; 0.0321;   3.22; 0.0143; 144.65; 0.0176; 351.18; 0.0188; 358.48; 0.0118; 352.21; 0.0065; 270.88; 0.0101; 216.53; 0.0193; 219.31; 0.0136;  95.92; 0.0105;  88.36; 0.0176;  86.42; 0.0547;  53.55; 0.0397;  41.84; 0.0936;  51.64; 0.0607;  51.35; 0.0497; 208.06; 0.0533; 270.32; 0.0782; 202.86; 0.0253; 204.24; 0.0127; 197.00; 0.0137; 197.90; 0.0155; 212.36; 0.0107; 251.40; 0.0270; 195.68; 0.0497; 214.84; 0.0410; 252.67; 0.0182; 258.26; 0.0558; 182.26;
3/4/2022 19:15:04; 14.8; 47.2; -0.6; -3.8;  0.458; 21.58;    0;    0; 0.0434;  51.07; 0.0226; 219.81; 0.0079;  68.60; 0.0238;  31.62; 0.0095;   7.28; 0.0085;  20.56; 0.0103;  44.22; 0.0002;  63.43; 0.0052; 124.00; 0.0253;  76.07; 0.0221;  51.26; 0.0213;  48.81; 0.0499;  45.89; 0.0342;  39.18; 0.0986; 222.00; 0.0782;  52.12; 0.0336; 228.86; 0.0697;  17.53; 0.0876; 199.12; 0.0465; 179.75; 0.0109; 134.26; 0.0030;  93.81; 0.0088; 204.23; 0.0041; 335.32; 0.0263; 330.12; 0.0675; 329.56; 0.0183; 269.37; 0.0438; 193.21; 0.0349; 191.25;
3/4/2022 19:15:05; 14.8; 47.2; -0.6; -3.7;  0.456; 21.58;    0;    0; 0.0507;  47.72; 0.0215;  30.74; 0.0404; 236.19; 0.0205; 219.27; 0.0072; 339.81; 0.0191;  28.44; 0.0109; 236.60; 0.0052; 232.03; 0.0077; 135.53; 0.0149; 103.57; 0.0222;  75.15; 0.0377;  54.07; 0.0168;  16.93; 0.0472; 225.09; 0.0556;  38.06; 0.1444; 228.00; 0.0383;  52.86; 0.1363;  56.52; 0.0913; 344.37; 0.0131; 349.89; 0.0063; 342.43; 0.0135; 348.44; 0.0048; 146.98; 0.0043; 239.26; 0.0176; 184.90; 0.1554; 346.07; 0.0255; 184.50; 0.0457; 199.94; 0.0035; 310.43;
3/4/2022 19:15:06; 14.8; 47.2; -0.6; -3.8;  0.452; 21.58;    0;    0; 0.0217; 227.25; 0.0453; 233.43; 0.0527; 301.43; 0.0270; 213.51; 0.0044; 133.15; 0.0095;  85.79; 0.0065;   7.02; 0.0142; 222.44; 0.0088;  88.05; 0.0289;  78.85; 0.0248;  43.20; 0.0074; 261.43; 0.0155;  61.12; 0.0928; 221.51; 0.1814; 230.21; 0.0302;  27.16; 0.2083; 228.00; 0.0082;   7.04; 0.0943; 343.18; 0.0327; 168.52; 0.0357; 155.52; 0.0226; 170.08; 0.0034; 116.57; 0.0154; 332.94; 0.0379; 346.88; 0.0146; 344.54; 0.0300; 227.43; 0.0720; 211.66; 0.0436; 136.58;
3/4/2022 19:15:07; 14.8; 47.1; -0.6; -3.8;  0.454; 21.58;    0;    0; 0.0311; 289.72; 0.0578; 248.68; 0.0721; 121.05; 0.0157; 212.28; 0.0161; 159.32; 0.0159; 116.89; 0.0172; 114.33; 0.0082; 196.23; 0.0145;  97.91; 0.0296; 125.52; 0.0357; 104.93; 0.0309; 111.42; 0.1091; 205.58; 0.0716; 206.92; 0.0399; 195.98; 0.0390; 165.47; 0.0313; 117.38; 0.0410; 161.21; 0.0235;  33.22; 0.0321;  48.03; 0.0449; 125.21; 0.0523; 129.10; 0.0283; 123.47; 0.0247; 120.92; 0.0425; 143.62; 0.0554; 141.60; 0.0280; 125.11; 0.0312;  87.43; 0.0338;  74.40;
3/4/2022 19:15:08; 14.8; 47.2; -0.5; -3.7;  0.454; 21.58;    0;    0; 0.0270;  25.90; 0.0628;  65.35; 0.0081; 269.29; 0.0135; 272.12; 0.0101; 229.83; 0.0031;  33.18; 0.0129;  62.84; 0.0139;  43.55; 0.0068;  91.68; 0.0064; 324.57; 0.0138;  17.26; 0.0355;  26.06; 0.0309; 307.91; 0.0297; 262.66; 0.0656;  21.17; 0.1016;  21.36; 0.0298; 356.34; 0.0734; 208.21; 0.1241; 340.27; 0.0151; 244.11; 0.0020; 270.00; 0.0047; 228.47; 0.0146; 336.96; 0.0251; 331.19; 0.0335; 205.49; 0.0237; 284.15; 0.0114; 261.94; 0.0351; 265.75; 0.0282; 270.81;
3/4/2022 19:15:09; 14.8; 47.2; -0.6; -3.8;  0.456; 21.58;    0;    0; 0.0446; 238.20; 0.0248; 262.13; 0.0425; 185.27; 0.0061; 242.59; 0.0087; 256.76; 0.0107; 178.93; 0.0187; 216.07; 0.0071; 216.38; 0.0143; 142.97; 0.0100; 124.80; 0.0083;  96.19; 0.0257;  63.14; 0.0294; 199.05; 0.0047; 161.57; 0.0624; 233.20; 0.0108; 136.87; 0.0144; 269.20; 0.1115; 208.91; 0.0775; 197.87; 0.1174; 172.07; 0.0620; 169.51; 0.0265; 174.81; 0.0084; 148.21; 0.0085; 287.15; 0.0306; 193.63; 0.0257; 190.09; 0.0634; 200.21; 0.0263;   4.15; 0.0472; 188.40;
3/4/2022 19:15:10; 14.8; 47.2; -0.6; -3.8;  0.460; 21.58;    0;    0; 0.0682;  26.08; 0.0214; 295.13; 0.0058; 156.54; 0.0171; 199.07; 0.0100; 261.38; 0.0232; 211.98; 0.0396; 204.49; 0.0256;  47.21; 0.0075;  52.06; 0.0121;  53.04; 0.0275;  34.50; 0.0206; 245.05; 0.0219; 283.97; 0.0423;  48.55; 0.0256; 317.53; 0.0745; 237.55; 0.0463;  60.06; 0.1936;  39.09; 0.0453; 343.60; 0.0293; 194.60; 0.0106; 175.68; 0.0353; 354.47; 0.0156;   9.94; 0.0333; 342.71; 0.0109; 261.57; 0.0071; 236.53; 0.0622; 343.84; 0.0166; 302.92; 0.0278; 343.52;
3/4/2022 19:15:11; 14.8; 47.3; -0.5; -3.7;  0.455; 21.58;    0;    0; 0.0428; 220.83; 0.0145;   0.00; 0.0076;  65.12; 0.0215; 199.87; 0.0204; 123.38; 0.0237; 179.27; 0.0329; 180.35; 0.0304; 206.14; 0.0241; 208.27; 0.0229; 143.33; 0.0220;  88.18; 0.0510; 214.13; 0.1127; 211.69; 0.0230;  89.25; 0.0574; 217.79; 0.0498; 245.70; 0.0971; 220.15; 0.2120; 212.81; 0.1552; 171.14; 0.0478; 166.95; 0.0134; 178.29; 0.0035; 346.76; 0.0144; 171.59; 0.0152; 192.94; 0.0158; 242.95; 0.0148; 347.93; 0.0067; 224.40; 0.0281; 220.82; 0.0184; 307.93;
3/4/2022 19:15:12; 14.8; 47.2; -0.6; -3.8;  0.457; 21.58;    0;    0; 0.0149; 242.40; 0.0522;  89.45; 0.0085;  18.43; 0.0111; 328.59; 0.0118; 107.82; 0.0026; 308.66; 0.0394;  60.51; 0.0464; 220.98; 0.0215; 221.79; 0.0037;  42.80; 0.0101;  94.53; 0.0092; 219.73; 0.0347; 215.98; 0.0342;  32.11; 0.0690;  41.71; 0.1013; 238.57; 0.0888; 235.59; 0.1146; 200.05; 0.0671; 207.52; 0.0137; 148.17; 0.0150; 294.86; 0.0352; 344.70; 0.0158; 354.90; 0.0189; 341.47; 0.0666; 169.62; 0.1901; 342.83; 0.0278; 321.85; 0.0610; 342.34; 0.1215; 351.86;
3/4/2022 19:15:13; 14.8; 47.1; -0.6; -3.7;  0.456; 21.58;    0;    0; 0.1156;  43.39; 0.0577;  87.62; 0.0490;  78.23; 0.0126;  89.09; 0.0100;  87.14; 0.0382; 220.54; 0.0352; 201.68; 0.0516; 189.70; 0.0175; 165.81; 0.0228; 101.90; 0.0432;  71.52; 0.1263;  55.35; 0.0526; 106.13; 0.0337; 143.20; 0.0203; 182.26; 0.0367; 127.81; 0.0636; 102.62; 0.0644;  70.86; 0.0109; 282.13; 0.0092;   9.36; 0.0260; 139.69; 0.0088; 148.48; 0.0288; 141.78; 0.0130;  97.07; 0.0241;   5.24; 0.0152; 356.99; 0.0330; 162.17; 0.0446; 173.82; 0.0518; 183.21;
3/4/2022 19:15:14; 14.8; 47.2; -0.6; -3.7;  0.456; 21.58;    0;    0; 0.0531; 188.88; 0.0499;  81.01; 0.0139;  31.18; 0.0064; 354.64; 0.0157;  72.60; 0.0161; 219.71; 0.0591;  51.95; 0.0437; 204.92; 0.0177; 149.37; 0.0144;  90.80; 0.0104; 238.75; 0.0059;  79.26; 0.0191; 308.19; 0.0117; 273.91; 0.0499;  57.62; 0.0262; 289.20; 0.0440;  87.79; 0.0053;  95.39; 0.0341; 190.82; 0.0153; 312.88; 0.0178;  14.97; 0.0600;   0.19; 0.0129; 102.09; 0.0087; 118.93; 0.0155; 327.13; 0.0621; 345.36; 0.0466; 338.45; 0.0509;   4.62; 0.0278; 316.89;
3/4/2022 19:15:15; 14.8; 47.2; -0.6; -3.7;  0.453; 21.58;    0;    0; 0.0534; 219.30; 0.0376; 236.82; 0.0219; 279.98; 0.0295; 343.84; 0.0221;  76.40; 0.0027; 121.33; 0.0335;  55.60; 0.0357; 197.42; 0.0205; 151.19; 0.0199; 115.02; 0.0146; 142.82; 0.0252;  88.86; 0.0176; 137.77; 0.0491;  73.45; 0.0613;  63.35; 0.1406;  45.03; 0.0794;  54.79; 0.1511; 209.81; 0.1312; 342.16; 0.0553; 336.12; 0.0289; 138.65; 0.0115; 345.36; 0.0272; 157.49; 0.0353; 156.78; 0.0223; 353.57; 0.0046;   0.00; 0.0328; 320.58; 0.0397; 239.11; 0.0208;  30.63;
3/4/2022 19:15:16; 14.8; 47.3; -0.6; -3.8;  0.454; 21.58;    0;    0; 0.0279;  54.20; 0.1414;  43.85; 0.0961;  49.18; 0.0137;  10.08; 0.0030;  45.00; 0.0184; 200.41; 0.0119;  50.44; 0.0193; 202.57; 0.0096; 140.50; 0.0141;  20.75; 0.0063;  50.77; 0.0230;  27.46; 0.0130; 289.27; 0.0084;  56.69; 0.0495; 232.23; 0.1362; 229.38; 0.0539; 288.37; 0.0620; 232.34; 0.0788; 299.82; 0.0692; 346.04; 0.0132;   0.87; 0.0317; 345.96; 0.0136; 336.08; 0.0109; 326.60; 0.0176; 218.76; 0.1003; 345.51; 0.0290; 343.57; 0.0391; 299.71; 0.0307; 200.80;
3/4/2022 19:15:17; 14.8; 47.1; -0.6; -3.7;  0.456; 21.58;    0;    0; 0.0960;  51.34; 0.0521; 270.77; 0.0376; 281.52; 0.0130;  40.94; 0.0106;  26.81; 0.0169;  50.28; 0.0270; 222.60; 0.0399; 217.67; 0.0326; 189.72; 0.0102;  91.68; 0.0067; 294.66; 0.0102; 169.80; 0.0122; 176.72; 0.0346; 109.95; 0.0652; 218.21; 0.1053; 252.08; 0.1720; 228.32; 0.1104; 233.55; 0.0673; 344.12; 0.0057; 170.87; 0.0329; 158.59; 0.0027;  19.80; 0.0070; 117.30; 0.0046;  47.64; 0.0459; 341.17; 0.0055; 240.64; 0.0133; 179.57; 0.0296; 355.73; 0.0211; 197.06;
3/4/2022 19:15:18; 14.8; 47.2; -0.6; -3.7;  0.457; 21.58;    0;    0; 0.0349;  19.58; 0.1245;  48.97; 0.0282; 146.59; 0.0176; 351.82; 0.0170; 262.58; 0.0276; 262.72; 0.0065;  58.28; 0.0525; 231.34; 0.0134; 192.48; 0.0131;  90.44; 0.0105;  31.43; 0.0017;  69.44; 0.0300;  54.77; 0.0296;  14.69; 0.0302; 237.57; 0.0965;  41.17; 0.0164; 303.59; 0.0990; 241.52; 0.0591; 305.36; 0.0214; 203.45; 0.0094; 194.18; 0.0125; 305.59; 0.0068; 249.44; 0.0043; 231.55; 0.0190; 193.67; 0.0448; 184.22; 0.0249; 218.48; 0.0441; 208.89; 0.0457; 323.18;
